,id,w,k0,k1,k2_15,k2_14,k2_13,k2_12,k2_11,k2_10,k2_9,k2_8,k2_7,k2_6,k2_5,k2_4,k2_3,k2_2,k2_1,k2_0,k3_15,k3_14,k3_13,k3_12,k3_11,k3_10,k3_9,k3_8,k3_7,k3_6,k3_5,k3_4,k3_3,k3_2,k3_1,k3_0,k4_15,k4_14,k4_13,k4_12,k4_11,k4_10,k4_9,k4_8,k4_7,k4_6,k4_5,k4_4,k4_3,k4_2,k4_1,k4_0,k5_15,k5_14,k5_13,k5_12,k5_11,k5_10,k5_9,k5_8,k5_7,k5_6,k5_5,k5_4,k5_3,k5_2,k5_1,k5_0,k6_15,k6_14,k6_13,k6_12,k6_11,k6_10,k6_9,k6_8,k6_7,k6_6,k6_5,k6_4,k6_3,k6_2,k6_1,k6_0,k7_15,k7_14,k7_13,k7_12,k7_11,k7_10,k7_9,k7_8,k7_7,k7_6,k7_5,k7_4,k7_3,k7_2,k7_1,k7_0,k8,k9
2290,47_877,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2291,47_878,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2292,47_879,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2293,47_880,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2294,47_881,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,47_884,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2296,47_887,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2297,47_888,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2298,47_890,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,47_892,8,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
2300,47_893,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,47_895,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,47_896,8,,,,,,,,,,,,,,,,,,,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,41000082,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2303,47_898,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2304,47_900,8,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,47_905,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,82000041,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2306,47_906,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2307,47_908,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2308,47_911,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,82000041,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,47_914,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2310,47_919,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,47_921,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2312,47_922,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,41000082,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2313,47_929,8,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2314,47_930,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2315,47_931,8,,,,,,,,,,,,,,,,,,,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,c2000043,-,-,-,-,-,-,-,-,-,,
2316,47_932,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2317,47_934,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,41000082,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2318,47_935,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,=,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2319,47_941,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,!,-,-,-,-,-,41000082,-,-,-,-,-,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2320,47_944,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2321,47_946,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,47_949,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2323,47_951,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2324,47_955,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2325,47_956,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2326,47_957,8,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,47_962,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2328,47_963,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2329,47_968,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,47_969,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,47_970,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2332,47_971,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,47_973,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,=,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2334,47_974,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,c2000043,-,-,-,-,-,-,-,-,-,,
2335,47_975,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,47_991,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,=,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2337,47_992,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,41000082,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2338,47_993,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2339,47_994,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,47_996,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2341,47_998,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,47_1002,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2343,47_1003,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2344,47_1004,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,47_1007,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,47_1008,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,47_1009,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,47_1010,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,47_1011,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,47_1016,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,47_1022,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2352,47_1023,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
2353,47_1025,8,,,,,,,,,,,,,,,,,,,-,-,-,430000c2,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2354,47_1027,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,82000041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,47_1030,8,,,,,,,,,,,,,,,,,,,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,47_1032,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,=,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,47_1034,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,47_1035,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2359,47_1036,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
2360,47_1042,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
2361,47_1047,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,47_1048,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
2363,47_1049,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,c2000043,-,-,-,-,-,-,-,-,-,,
2364,47_1054,8,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
2365,47_1057,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
2366,47_1060,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,47_1061,8,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2368,47_1064,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,47_1066,8,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2370,47_1068,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,41000082,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2371,47_1070,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2372,47_1071,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
2373,47_1078,8,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
2374,47_1079,8,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,47_1081,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41000082,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2376,47_1085,8,,,,,,,,,,,,,,,,,,,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,47_1089,8,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,47_1090,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
2379,47_1093,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,!,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
2380,47_1094,8,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,47_1098,8,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,47_1101,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,82000041,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
